fax_no,gifted_ind,mothertongue3_code,fifth_vp_name,postal_code,type_code,second_vp_name,first_vp_name,mainlevel_code,email_address,sap_ind,telephone_no_2,mrt_desc,bus_desc,third_vp_name,telephone_no,ip_ind,principal_name,mothertongue1_code,nature_code,fourth_vp_name,autonomous_ind,session_code,school_name,dgp_code,address,sixth_vp_name,mothertongue2_code,fax_no_2,zone_code,_id,url_address
67654189,No,Tamil,NULL,689143,GOVERNMENT SCHOOL,MS NG TIEN NI JENNY,MR DANIEL ONG POH SOON,SECONDARY,UNITY_SS@MOE.EDU.SG,No,na,YEW TEE MRT,307,NULL,67671070,No,MDM AINI BTE MAAROF,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,UNITY SECONDARY SCHOOL,CHOA CHU KANG,20   CHOA CHU KANG STREET 62,NULL,Malay,na,WEST,302,http://www.unitysec.moe.edu.sg
na,No,na,NULL,828728,GOVERNMENT SCHOOL,NULL,MDM TAN PIN PIN,PRIMARY,valour_ps@moe.edu.sg,No,na,na,na,NULL,62426390,No,MRS CHARIS WONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,VALOUR PRIMARY SCHOOL,PUNGGOL,49   Punggol Central,NULL,Malay,na,EAST,303,valourpri.moe.edu.sg
64438337,No,Tamil,NULL,449035,GOVERNMENT SCHOOL,MS LEE YUN YUN GRACE,MR GURUSHARAN SINGH S/O M SINGH,JUNIOR COLLEGE,victoria_jc@moe.edu.sg,No,na,"Nearest MRT Stations:  Kembangan, Eunos","13, 16, 31, 36, 43, 48, 55, 135, 196, 196e, 197",NULL,64485011,Yes,MISS EK SOO BEN,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,VICTORIA JUNIOR COLLEGE,BEDOK,20   MARINE VISTA,NULL,Malay,na,EAST,304,http://www.victoriajc.moe.edu.sg/
64452609,Yes,Tamil,NULL,448880,GOVERNMENT SCHOOL,MR NEO WEI CHUNG,MR TAN ENG HONG JONATHAN,SECONDARY,VICTORIA_SCH@MOE.EDU.SG,No,na,"BEDOK MRT, PAYA LEBAR MRT","31, 36, 43, 47, 48, 55, 135, 155, 196, 196E, 197, 401, 853C",NULL,62912965,Yes,MR CHOW WEISI,Chinese,BOYS' SCHOOL,NULL,Yes,SINGLE SESSION,VICTORIA SCHOOL,BEDOK,2    SIGLAP LINK,NULL,Malay,na,EAST,305,http://www.victoria.moe.edu.sg
6315 3451,No,Tamil,NULL,828802,GOVERNMENT SCHOOL,NULL,MDM CHUA KIM LAN JUDY,PRIMARY,waterway_ps@moe.edu.sg,No,na,Kadaloor LRT Station,"50, 381",NULL,6636 6880,No,MRS WEE KWAN LIAM,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WATERWAY PRIMARY SCHOOL,PUNGGOL,70   Punggol Drive,NULL,Malay,na,EAST,306,https://waterwaypri.moe.edu.sg
67533765,No,Tamil,NULL,757702,GOVERNMENT SCHOOL,NULL,MS KONG YEE LOON,PRIMARY,WELLINGTONPS@MOE.EDU.SG,No,na,Sembawang MRT,"980, 856, 859",NULL,67533319,No,MR ALCANTARA ALBERT ALFRED,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WELLINGTON PRIMARY SCHOOL,SEMBAWANG,10   WELLINGTON CIRCLE,NULL,Malay,na,NORTH,307,http://www.wellingtonpri.moe.edu.sg
62679235,No,Tamil,NULL,649223,GOVERNMENT SCHOOL,NULL,MDM SITI RASHIDAH BTE ABDUL RAHMAN,PRIMARY,WGPS@MOE.EDU.SG,No,na,Boon Lay MRT,"Bus 99, 242",NULL,62679234,No,MRS CHANDLER JAY SIVA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WEST GROVE PRIMARY SCHOOL,JURONG WEST,1    JURONG WEST ST 72,NULL,Malay,na,WEST,308,http://www.westgrovepri.moe.edu.sg/
na,No,Tamil,NULL,679946,GOVERNMENT SCHOOL,MR SIM KOOI SUEN,MDM KUM LAI MENG,PRIMARY,westspring_ps@moe.edu.sg,No,na,Jelapang LRT,"920, 922",NULL,63144192,No,MR WILLY TAN NGUAN PENG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WEST SPRING PRIMARY SCHOOL,BUKIT PANJANG,60   Bukit Panjang Ring Road,NULL,Malay,63140648,WEST,309,http://www.westspringpri.moe.edu.sg
68929468,No,Tamil,NULL,677737,GOVERNMENT SCHOOL,MR V SIVA KUMAR,MR LIM HAN SENG ANDREW,SECONDARY,westspringss@moe.edu.sg,No,na,"JELAPANG LRT, SENJA LRT","920, 972, 976",NULL,68920369,No,MR TAN CHIN ENG ADOLPHUS,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WEST SPRING SECONDARY SCHOOL,BUKIT PANJANG,61   SENJA  ROAD,NULL,Malay,na,WEST,310,http://www.westspringsec.moe.edu.sg
67600147,No,Tamil,NULL,677742,GOVERNMENT SCHOOL,NULL,MDM LAI SEOW POH,PRIMARY,wvps@moe.edu.sg,No,na,"Bukit Panjang MRT, SENJA LRT (A13)","170,171,176,178,180,000,000,000,000,000",NULL,67600178,No,MR EDDIE FOO CHIT CHEONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WEST VIEW PRIMARY SCHOOL,BUKIT PANJANG,31   SENJA ROAD,NULL,Malay,na,WEST,311,http://www.westviewpri.moe.edu.sg
67945084,No,Tamil,NULL,649188,GOVERNMENT SCHOOL,MR LOW MIN CHYE,MRS RUTH TAI MEI FEN,PRIMARY,westwood_ps@moe.edu.sg,No,na,Boon Lay MRT Station,"181, 502 & 243",NULL,64121690,No,MR MAH SENG THONG ANDREW,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WESTWOOD PRIMARY SCHOOL,JURONG WEST,1    Jurong West Street 73,NULL,Malay,na,WEST,312,http://www.westwoodpri.moe.edu.sg
67929738,No,Tamil,NULL,648350,GOVERNMENT SCHOOL,NULL,MISS TAN MING MING,SECONDARY,WESTWOOD_SS@MOE.EDU.SG,No,na,BOON LAY MRT,"172, 181, 181M, 185, 199, 405, 974",NULL,67929737,No,MR ABDUL HARRIS B SUMARDI,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WESTWOOD SECONDARY SCHOOL,JURONG WEST,11   JURONG WEST STREET 25,NULL,Malay,na,WEST,313,http://www.westwoodsec.moe.edu.sg
65815013,No,Tamil,NULL,519075,GOVERNMENT SCHOOL,MS REZINA KHAN D/O ABDUL RAHIM,MDM GOH SWEE LIN EVELYN,PRIMARY,wsps@moe.edu.sg,No,na,Pasir Ris MRT Station,"12, 17, 21, 39, 53, 81, 518, 109",NULL,69229100,No,MDM WONG LIN LIN AUDREY,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WHITE SANDS PRIMARY SCHOOL,PASIR RIS,2    PASIR RIS ST 11,NULL,Malay,na,EAST,314,http://www.whitesandspri.moe.edu.sg
64591330,No,Tamil,NULL,579747,GOVERNMENT SCHOOL,MR KANG LENG KHIM VINCENT,MR TYEBALLY AZIZ,SECONDARY,WHITLEY_SS@MOE.EDU.SG,No,na,"BISHAN MRT, MARYMOUNT MRT","13, 52, 54, 74, 74E, 88, 162, 162M,  588, 410, 851, 852",NULL,64561336,No,MDM S SAROJA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WHITLEY SECONDARY SCHOOL,BISHAN,30   BISHAN STREET 24,NULL,Malay,na,SOUTH,315,http://www.whitleysec.moe.edu.sg
68943372,No,Tamil,NULL,738079,GOVERNMENT SCHOOL,DR. NG SIEW HIANG SALLY,MRS AHKEELA JULIA EDISON,PRIMARY,WOODGROVE_PS@MOE.EDU.SG,No,na,Woodlands MRT Station,901,NULL,68943371,No,MS ADELINE TAN WEE KIAW,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WOODGROVE PRIMARY SCHOOL,WOODLANDS,2    WOODLANDS DRIVE 14,NULL,Malay,na,NORTH,316,http://www.woodgrovepri.moe.edu.sg/
68934458,No,Tamil,NULL,738990,GOVERNMENT SCHOOL,MISS FOO SIEW YONG,MR TAN BOON CHENG,SECONDARY,woodgrove_ss@moe.edu.sg,No,na,"WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M",NULL,68932564,No,MR CHUA CHOR HUAT,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WOODGROVE SECONDARY SCHOOL,WOODLANDS,3    WOODLANDS AVENUE 6,NULL,Malay,na,NORTH,317,https://woodgrovesec.moe.edu.sg/
63671165,No,Tamil,NULL,738853,GOVERNMENT SCHOOL,MDM KOMATHI D/O GOVINDASAMY,MDM WONG YEN LING,PRIMARY,wdp@moe.edu.sg,No,na,Woodlands,912 & 912E,NULL,62697410,No,MISS KUCK LI LIAN LILLIAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WOODLANDS PRIMARY SCHOOL,WOODLANDS,10   WOODLANDS DRIVE 50,NULL,Malay,na,NORTH,318,http://www.woodlandspri.moe.edu.sg
63643490,No,Tamil,NULL,738240,GOVERNMENT SCHOOL,NULL,"MR BOH CHEK KEOW, THOMAS",PRIMARY,WRPS@MOE.EDU.SG,No,na,Admiralty MRT Station,912,NULL,63643679,No,MISS GEETHA D/O DORAISAMY,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WOODLANDS RING PRIMARY SCHOOL,WOODLANDS,11   WOODLANDS RING ROAD,NULL,Malay,na,NORTH,319,HTTP://www.woodlandsringpri.moe.edu.sg
63643713,No,Tamil,NULL,738239,GOVERNMENT SCHOOL,MDM KOMATHI D/O P KESAVAN,MDM NUR HIDAYANI IBRAHIM,SECONDARY,wrss@moe.edu.sg,No,na,ADMIRALTY MRT,912,NULL,63643712,No,MDM NG SIEW BEE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WOODLANDS RING SECONDARY SCHOOL,WOODLANDS,10   WOODLANDS RING ROAD,NULL,Malay,na,NORTH,320,http://www.woodlandsringsec.moe.edu.sg
62691774,No,Tamil,NULL,739111,GOVERNMENT SCHOOL,MR CHEN BING HONG,MDM MASAYU BINTE MAHMUD,SECONDARY,wdl_ss@moe.edu.sg,No,na,"MARSILING MRT, WOODLANDS MRT","913, 913M, 913T, 178, 856, 903",NULL,68494400,No,MDM TAN YANG FERN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,WOODLANDS SECONDARY SCHOOL,WOODLANDS,11   MARSILING ROAD,NULL,Malay,na,NORTH,321,http://www.woodlandssec.moe.edu.sg
62838831,No,Tamil,NULL,538882,GOVERNMENT SCHOOL,NULL,MR CHONG CHOONG HIAN,PRIMARY,XINGHUA_PS@MOE.EDU.SG,No,na,Kovan MRT Station,"Bus services 53, 62, 112, 113, 115",NULL,62889121,No,MR CHEW MUN WAI,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,XINGHUA PRIMARY SCHOOL,HOUGANG,45   HOUGANG AVENUE 1,NULL,Malay,na,SOUTH,322,http://www.xinghuapri.moe.edu.sg
67921493,No,Tamil,NULL,649036,GOVERNMENT SCHOOL,MRS ONG LAY KHIM,MDM S ANITHA,PRIMARY,XINGNAN_PS@MOE.EDU.SG,No,na,Pioneer MRT Station,Bus 99 & 241,NULL,67913679,No,MR CHAN GEOK ANN CHARLES,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,XINGNAN PRIMARY SCHOOL,JURONG WEST,5    JURONG WEST STREET 91,NULL,Malay,na,WEST,323,http://www.xingnanpri.moe.edu.sg
62880334,No,Tamil,NULL,538784,GOVERNMENT SCHOOL,NULL,MR MOHAMED YAZEED BIN MOHAMED SAID,PRIMARY,xinmin_ps@moe.edu.sg,No,na,Nil,"74, 147, 165, 112",NULL,62835479,No,MDM TAN KAY LING,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,XINMIN PRIMARY SCHOOL,HOUGANG,9    HOUGANG AVENUE 8,NULL,Malay,na,NORTH,324,http://www.xinminpri.moe.edu.sg/
63851068,No,Tamil,NULL,538789,GOVERNMENT SCHOOL,MDM WU DANPING,MDM NURAZIAN BINTE BAJURI,SECONDARY,xinminss_email@schools.gov.sg,No,na,HOUGANG MRT,"25, 43, 43M, 55, 70, 70A, 70B, 70M, 72, 72A, 73, 73A, 74, 74E, 88, 88A, 103, 109, 109A, 112, 116, 132, 147, 159, 159A, 161, 165, 329, 660, 854, 854E",NULL,62889382,No,MR TAN KUO CHEANG,Chinese,CO-ED SCHOOL,NULL,Yes,SINGLE SESSION,XINMIN SECONDARY SCHOOL,HOUGANG,11   HOUGANG AVENUE 8,NULL,Malay,na,NORTH,325,http://www.xinminsec.moe.edu.sg
67588361,No,Tamil,NULL,768611,GOVERNMENT SCHOOL,NULL,MISS LATHA D/O SINASAMY,PRIMARY,XISHAN_PS@MOE.EDU.SG,No,na,o   Alight at Yishun MRT Station o   Take Exit C o   Walk towards Yishun Street 21,"Along Yishun Ave 2,take Bus Service 117, 169, 804, 812, 965. Alight at Blk 220. Along Yishun Ring Road,take Bus Service 1N, 800, 804, NR1. Alight at Blk 227 or 236.",NULL,67588837,No,MRS QUEK-SIM KIM LIANG ANNE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,XISHAN PRIMARY SCHOOL,YISHUN,8    YISHUN STREET 21,NULL,Malay,na,NORTH,326,https://www.xishanpri.moe.edu.sg/
62879778,No,Tamil,NULL,556108,GOVERNMENT SCHOOL,NULL,MDM NG LI YI,PRIMARY,YZPS@MOE.EDU.SG,No,na,Serangoon Station,"58 & 105 (Outside the school, Serangoon Ave 3) 133 & 135(Serangoon Ave 2)",NULL,62846298,No,MRS LIM- FOO BOON CHING,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YANGZHENG PRIMARY SCHOOL,SERANGOON,15   SERANGOON AVENUE 3,NULL,Malay,na,SOUTH,327,http://www.yangzhengpri.moe.edu.sg/
67675450,No,Tamil,NULL,689100,GOVERNMENT SCHOOL,MDM TOH GUAT HWA PAULINE,MDM SIM EE KOON PATRICIA,PRIMARY,YTPS@MOE.EDU.SG,No,na,Yew Tee MRT Station,307,NULL,67670027,No,MISS ANG MUI KHOONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YEW TEE PRIMARY SCHOOL,CHOA CHU KANG,10   CHOA CHU KANG ST 64,NULL,Malay,na,WEST,328,http://www.yewteepri.moe.edu.sg
63855915,No,Tamil,NULL,538720,GOVERNMENT SCHOOL,MDM RAMACHANDRA SUGUNA,MR CHAN TUCK CHEONG,PRIMARY,admin_yckps@moe.edu.sg,No,na,Hougang MRT Station Yio Chu Kang MRT Station,"88,101,109,159,161 and 325",NULL,63851365,No,MR NG AIK BOON,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YIO CHU KANG PRIMARY SCHOOL,HOUGANG,1    HOUGANG STREET 51,NULL,Malay,na,NORTH,329,http://www.yiochukangpri.moe.edu.sg
65522927,No,Tamil,NULL,569868,GOVERNMENT SCHOOL,MR LIM HOCK CHYE KEVIN,MISS S G SARAH ABDULLAH,SECONDARY,yckss@moe.edu.sg,No,na,YIO CHU KANG MRT,"13, 45, 86, 138, 162, 269, 851, 852, 853",NULL,64560669,No,MRS LIM CAROL,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YIO CHU KANG SECONDARY SCHOOL,ANG MO KIO,3063 ANG MO KIO AVENUE 5,NULL,Malay,na,SOUTH,330,http://www.yiochukangsec.moe.edu.sg
62574373,No,Tamil,NULL,768675,GOVERNMENT SCHOOL,MR LIM KAH LEONG MARC,MR TAY YUAN ZHUANG,JUNIOR COLLEGE,yijc@moe.edu.sg,No,na,"Yishun, Khatib","167, 169, 171, 800, 812,",NULL,62579873,No,MR MICHAEL DE SILVA,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,YISHUN INNOVA JUNIOR COLLEGE,YISHUN,3    YISHUN RING ROAD,NULL,Malay,na,NORTH,331,https://yijc.moe.edu.sg/
67554198,No,Tamil,NULL,768679,GOVERNMENT SCHOOL,MR TAN YEW LEE,MR SADANANDHAN S/O PALANI ANANDAN,PRIMARY,YPS@MOE.EDU.SG,No,na,Yishun,Translink Feeder Service 800 & 812,NULL,62577461,No,MR CHAN WENG YEW MARVIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YISHUN PRIMARY SCHOOL,YISHUN,500  YISHUN RING ROAD,NULL,Malay,na,NORTH,332,http://www.yishunpri.moe.edu.sg
67557748,No,Tamil,NULL,768516,GOVERNMENT SCHOOL,MR TAY HIANG SOON,MR TAN HOCK CHUAN MICHAEL,SECONDARY,YISHUN_SS@MOE.EDU.SG,No,na,"YISHUN MRT, KHATIB MRT","167,  169,  171,  800,  807, 811, 812,  856,  858,  859,  860,  969, 980",NULL,68767129,No,MRS REGINA LEE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YISHUN SECONDARY SCHOOL,YISHUN,4    YISHUN STREET 71,NULL,Malay,na,NORTH,333,http://www.yishunsec.moe.edu.sg
67559112,No,Tamil,NULL,768610,GOVERNMENT SCHOOL,MR LOONG CHIEH YUNG (LONG JIRONG),MR OW WENG KEONG,SECONDARY,YTSS@MOE.EDU.SG,No,na,YISHUN MRT,"39, 85, 171, 800, 803, 804, 806, 811, 812, 851, 852, 853, 853C, 854, 854E, 855, 856, 857, 859, 860",NULL,67587219,No,MR NG TEO HENG,Chinese,CO-ED SCHOOL,NULL,Yes,SINGLE SESSION,YISHUN TOWN SECONDARY SCHOOL,YISHUN,6    YISHUN STREET 21,NULL,Malay,na,NORTH,334,http://www.yishuntownsec.moe.edu.sg
64498564,No,na,NULL,469623,GOVERNMENT SCHOOL,MISS ONG PEI FEN JAMIE,MRS TAY-LEE LI THENG,PRIMARY,YNPS@MOE.EDU.SG,No,na,"Bedok MRT Station (East-West Line), Bedok Reservoir MRT STation (Downtown line)","14, 17, 18, 28, 66, 67, 69, 225",NULL,64490121,No,MR NG YEOW LING,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YU NENG PRIMARY SCHOOL,BEDOK,56   BEDOK NORTH ST 3,NULL,Malay,na,EAST,335,http://www.ynps.moe.edu.sg/
62616275,No,Tamil,NULL,618654,GOVERNMENT SCHOOL,MR CHEONG LIT SERN WESLEY,MR LOH KOK NIAM VINCENT,SECONDARY,YCSS@MOE.EDU.SG,No,na,LAKESIDE MRT,"98, 154, 154A, 180, 182, 187, 240, 240A, 246",NULL,62612489,No,MS NG SOOK KIT,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YUAN CHING SECONDARY SCHOOL,JURONG WEST,103  YUAN CHING ROAD,NULL,Malay,na,WEST,336,http://www.yuanchingsec.moe.edu.sg
65648278,No,Tamil,NULL,609558,GOVERNMENT SCHOOL,MDM ZOEY LIM CHING SIA,MDM HEATHER SIM SIAW CHENG,PRIMARY,YUHUA_PS@MOE.EDU.SG,No,na,"Jurong East, Bukit Batok","98,98A,187,333,502,507,NR5",NULL,65605062,No,MDM TENG LAI KWAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YUHUA PRIMARY SCHOOL,JURONG EAST,158  JURONG EAST STREET 24,NULL,Malay,na,WEST,337,http://www.yuhuapri.moe.edu.sg
65696689,No,Tamil,NULL,649406,GOVERNMENT SCHOOL,MR CHNG PUAY KEONG,MR TAN WEIMING BRIAN,SECONDARY,YUHUA_SS@MOE.EDU.SG,No,na,LAKESIDE MRT,"49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502",NULL,65661985,No,"MR PANG CHIN KEAT, KEVIN",Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YUHUA SECONDARY SCHOOL,JURONG WEST,35   JURONG WEST STREET 41,NULL,Malay,na,WEST,338,http://www.yuhuasec.moe.edu.sg
67845554,No,na,NULL,529393,GOVERNMENT SCHOOL,MRS SHARON CLARISSA FOO,MR ABDUL MUTALIB B MOHAMMED AMIN,PRIMARY,YUMIN_PS@MOE.EDU.SG,No,na,Tampines MRT Station,na,NULL,67811262,No,MDM CHILUKURI DIMPS RAO,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YUMIN PRIMARY SCHOOL,TAMPINES,3    TAMPINES STREET 21,NULL,Malay,na,EAST,339,http://www.yuminpri.moe.edu.sg
65675502,No,Tamil,NULL,658712,GOVERNMENT SCHOOL,NULL,MR WILSON TAY SWEE KIAT,SECONDARY,yiss@moe.edu.sg,No,na,BUKIT BATOK MRT,"61, 66, 77, 106, 157, 174, 178, 506, 852, 963",NULL,65009800,No,MDM LEE WEE LIN MAUREEN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YUSOF ISHAK SECONDARY SCHOOL,BUKIT BATOK,11   BUKIT BATOK STREET 25,NULL,Malay,na,WEST,340,http://www.yusofishaksec.moe.edu.sg
62871607,No,Tamil,NULL,538884,GOVERNMENT-AIDED SCH,MR FOO JUNG HIN SIMON,MDM NIAM HWEE PENG,SECONDARY,yuying_ss@moe.edu.sg,No,na,"KOVAN MRT, SERANGOON MRT, HOUGANG MRT","25, 51, 53, 53M, 55, 62, 87, 113, 119, 151, 854",NULL,62827968,No,MR LO CHEE LIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,YUYING SECONDARY SCHOOL,HOUGANG,47   HOUGANG AVENUE 1,NULL,Malay,na,SOUTH,341,http://www.yuyingsec.moe.edu.sg
62763042,No,Tamil,NULL,169485,GOVERNMENT SCHOOL,MRS PEGGY KOH,MISS TAY HWEE LIN,PRIMARY,ZHANGDE_PS@MOE.EDU.SG,No,na,Tiong Bahru MRT Station,"16,33,63,123,195,605,851,14,65,147,167,196,197,961",NULL,62740357,No,MDM RITA RAJLAL,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,ZHANGDE PRIMARY SCHOOL,BUKIT MERAH,51   Jalan Membina,NULL,Malay,na,SOUTH,342,http://www.zhangdepri.moe.edu.sg/
67636459,No,Tamil,NULL,679002,GOVERNMENT SCHOOL,MISS SANTHANA MARY D/O POOBALAN,MDM JOSEPHINE SNG,PRIMARY,zhenghua_ps@moe.edu.sg,No,na,LRT: Fajar Station,"190, 184, 187, 700, 700A, 921",NULL,67697478,No,MDM WONG HIAN HWEE CONSTANCE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,ZHENGHUA PRIMARY SCHOOL,BUKIT PANJANG,9    Fajar Road,NULL,Malay,na,WEST,343,http://www.zhenghuapri.moe.edu.sg
67633577,No,Tamil,NULL,677741,GOVERNMENT SCHOOL,MDM TAN PEI LEE ELAINE,MR PHOR HOAY GUAN,SECONDARY,ZHENGHUA_SS@MOE.EDU.SG,No,na,JELAPANG LRT,"920, 922, 976",NULL,67639455,No,MR LIN YUCHENG EUGENE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,ZHENGHUA SECONDARY SCHOOL,BUKIT PANJANG,91   SENJA ROAD,NULL,Malay,na,WEST,344,http://www.zhenghuasec.moe.edu.sg
62823882,No,Tamil,NULL,556095,GOVERNMENT SCHOOL,MRS TRINA YEE-POOK SIM NAR,MDM THAM SIEW LENG,PRIMARY,zhonghua_ps@moe.edu.sg,No,na,"Ang Mo Kio MRT, Bishan MRT, Serangoon MRT","Boundary Road: 22,24,53,105,156,315,853,501,502 Yio Chu Kang Road: 70,76,103,147,156,501,502",NULL,62835413,No,MDM ROSTINAH BTE MOHAMAD SAID,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,ZHONGHUA PRIMARY SCHOOL,SERANGOON,12   SERANGOON AVENUE 4,NULL,Malay,na,SOUTH,345,http://www.zhonghuapri.moe.edu.sg
62823472,No,na,NULL,556123,GOVERNMENT SCHOOL,NULL,MR KOH KAI HONG,SECONDARY,ZHONGHUA_SS@MOE.EDU.SG,No,na,SERANGOON MRT,"22, 43, 45, 53, 58, 70, 81, 82, 100, 101, 103, 105, 107, 109, 133, 135, 147, 153, 158, 315, 317, 853",NULL,62824339,No,MISS LOW SHIOK CHENG CINDY,Chinese,CO-ED SCHOOL,NULL,Yes,SINGLE SESSION,ZHONGHUA SECONDARY SCHOOL,SERANGOON,13   SERANGOON AVENUE 3,NULL,Malay,na,SOUTH,346,http://www.zhonghuasec.moe.edu.sg
